nom,coordonnees,num_insee,dep
Berneuil-sur-Aisne,Point(3.003333333 49.415),60064,60350
Berthecourt,Point(2.224722222 49.350555555),60065,60370
Béthancourt-en-Valois,Point(2.877222222 49.284722222),60066,60129
Béthisy-Saint-Martin,Point(2.815277777 49.294722222),60067,60320
Béthisy-Saint-Pierre,Point(2.803055555 49.301111111),60068,60320
Betz (Oise),Point(2.955555555 49.156666666),60069,60620
Bienville,Point(2.829444444 49.448888888),60070,60280
Biermont,Point(2.733888888 49.581666666),60071,60490
Bitry (Oise),Point(3.076944444 49.413333333),60072,60350
Blacourt,Point(1.858055555 49.4625),60073,60650
Blaincourt-lès-Précy,Point(2.35 49.23333),60074,60460
Blaincourt-lès-Précy,Point(2.356388888 49.222777777),60074,60460
Blancfossé,Point(2.195833333 49.658055555),60075,60120
Blargies,Point(1.765277777 49.6725),60076,60220
Blicourt,Point(2.056944444 49.556666666),60077,60860
Blincourt,Point(2.618333333 49.383333333),60078,60190
Boissy-Fresnoy,Point(2.870555555 49.163611111),60079,60440
Bonlier,Point(2.149722222 49.470555555),60081,60510
Bonneuil-les-Eaux,Point(2.235555555 49.678055555),60082,60120
Bonneuil-en-Valois,Point(2.993611111 49.284722222),60083,60123
Bonnières (Oise),Point(1.966944444 49.508333333),60084,60112
Bonvillers,Point(2.355 49.590277777),60085,60120
Boran-sur-Oise,Point(2.358888888 49.166111111),60086,60820
Borest,Point(2.670555555 49.180833333),60087,60300
Bornel (ancienne commune),Point(2.209166666 49.198333333),60088,60540
Bornel,Point(2.209166666 49.198333333),60088,60540
Boubiers,Point(1.869722222 49.220833333),60089,60240
Bouconvillers,Point(1.903611111 49.175833333),60090,60240
Bouillancy,Point(2.917222222 49.1125),60091,60620
Boullarre,Point(3.004166666 49.130833333),60092,60620
Boulogne-la-Grasse,Point(2.704722222 49.611111111),60093,60490
Boursonne,Point(3.045277777 49.2025),60094,60141
Boury-en-Vexin,Point(1.736111111 49.240833333),60095,60240
Boutencourt,Point(1.858611111 49.32),60097,60590
Bouvresse,Point(1.755 49.6525),60098,60220
Braisnes-sur-Aronde,Point(2.775 49.4775),60099,60113
Brasseuse,Point(2.681388888 49.256388888),60100,60810
Brégy,Point(2.865277777 49.082777777),60101,60440
Brenouille,Point(2.534444444 49.303055555),60102,60870
Bresles,Point(2.250833333 49.410277777),60103,60510
Breteuil (Oise),Point(2.293333333 49.6325),60104,60120
Brétigny (Oise),Point(3.111666666 49.567222222),60105,60400
Breuil-le-Sec,Point(2.452222222 49.370277777),60106,60840
Breuil-le-Vert,Point(2.436666666 49.360833333),60107,60600
Briot (Oise),Point(1.923888888 49.65),60108,60210
Brombos,Point(1.887222222 49.646666666),60109,60210
Broquiers,Point(1.829722222 49.659722222),60110,60220
Broyes (Oise),Point(2.456944444 49.628333333),60111,60120
Brunvillers-la-Motte,Point(2.450555555 49.549166666),60112,60130
Bucamps,Point(2.321666666 49.522777777),60113,60480
Buicourt,Point(1.819166666 49.54),60114,60380
Bulles (Oise),Point(2.326111111 49.459444444),60115,60130
Bury (Oise),Point(2.343333333 49.313888888),60116,60250
Bussy (Oise),Point(2.982222222 49.625277777),60117,60400
Caisnes,Point(3.070555555 49.520833333),60118,60400
Cambronne-lès-Ribécourt,Point(2.8975 49.506388888),60119,60170
Cambronne-lès-Clermont,Point(2.399444444 49.33),60120,60290
Campagne (Oise),Point(2.961388888 49.646111111),60121,60640
Campeaux (Oise),Point(1.756388888 49.619444444),60122,60220
Campremy,Point(2.312222222 49.570555555),60123,60480
Candor,Point(2.895277777 49.627777777),60124,60310
Canly,Point(2.708333333 49.386388888),60125,60680
Cannectancourt,Point(2.903611111 49.555555555),60126,60310
Canny-sur-Matz,Point(2.799444444 49.601388888),60127,60310
Canny-sur-Thérain,Point(1.715555555 49.601388888),60128,60220
Carlepont,Point(3.024722222 49.514166666),60129,60170
Catenoy,Point(2.510833333 49.368611111),60130,60840
Catheux,Point(2.120555555 49.652777777),60131,60360
Catigny,Point(2.938055555 49.638333333),60132,60640
Catillon-Fumechon,Point(2.37 49.517222222),60133,60130
Cauffry,Point(2.448333333 49.317222222),60134,60290
Cauvigny,Point(2.248611111 49.300833333),60135,60730
Cempuis,Point(1.986944444 49.658333333),60136,60210
Cernoy,Point(2.540555555 49.440555555),60137,60190
Chamant,Point(2.610833333 49.219722222),60138,60300
Chambly (Oise),Point(2.248055555 49.166666666),60139,60230
Chambors,Point(1.816111111 49.260555555),60140,60240
Chantilly,Point(2.460833333 49.186944444),60141,60500
La Chapelle-en-Serval,Point(2.534444444 49.1275),60142,60520
Chaumont-en-Vexin,Point(1.888888888 49.2675),60143,60240
Chavençon,Point(1.994722222 49.1875),60144,60240
Chelles (Oise),Point(3.034444444 49.352777777),60145,60350
Chepoix,Point(2.381388888 49.605277777),60146,60120
Chevincourt,Point(2.843888888 49.505277777),60147,60150
Chèvreville (Oise),Point(2.849444444 49.11),60148,60440
Chevrières (Oise),Point(2.6825 49.344722222),60149,60710
Chiry-Ourscamp,Point(2.946388888 49.545),60150,60138
Choisy-au-Bac,Point(2.8775 49.438611111),60151,60750
Choisy-la-Victoire,Point(2.585555555 49.377777777),60152,60190
Choqueuse-les-Bénards,Point(2.081944444 49.652222222),60153,60360
Cinqueux,Point(2.526666666 49.318888888),60154,60940
Cires-lès-Mello,Point(2.356666666 49.273055555),60155,60660
Clairoix,Point(2.846944444 49.4425),60156,60280
Clermont (Oise),Point(2.4125 49.378888888),60157,60600
Coivrel,Point(2.556944444 49.552777777),60158,60420
Compiègne,Point(2.822222222 49.414166666),60159,60200
Conchy-les-Pots,Point(2.728055555 49.604444444),60160,60490
Conteville (Oise),Point(2.049166666 49.650833333),60161,60360
Corbeil-Cerf,Point(2.103611111 49.279722222),60162,60110
Cormeilles (Oise),Point(2.192222222 49.639444444),60163,60120
Le Coudray-Saint-Germer,Point(1.836944444 49.411944444),60164,60850
Le Coudray-sur-Thelle,Point(2.123888888 49.305833333),60165,60430
Coudun,Point(2.814444444 49.461388888),60166,60150
Couloisy,Point(3.027222222 49.399166666),60167,60350
Courcelles-Epayelles,Point(2.6275 49.567777777),60168,60420
Courcelles-lès-Gisors,Point(1.742777777 49.260833333),60169,60240
Courteuil,Point(2.535 49.198888888),60170,60300
Courtieux,Point(3.088888888 49.387222222),60171,60350
Coye-la-Forêt,Point(2.473055555 49.142222222),60172,60580
Cramoisy,Point(2.401388888 49.255277777),60173,60660
Crapeaumesnil,Point(2.798333333 49.640555555),60174,60310
Creil,Point(2.482777777 49.257777777),60175,60100
Crépy-en-Valois,Point(2.8875 49.234444444),60176,60800
Cressonsacq,Point(2.566388888 49.4575),60177,60190
Crèvecœur-le-Grand,Point(2.078055555 49.608333333),60178,60360
Crèvecœur-le-Petit,Point(2.503611111 49.576944444),60179,60420
Crillon (Oise),Point(1.929722222 49.520277777),60180,60112
Crisolles,Point(3.016111111 49.621388888),60181,60400
Le Crocq,Point(2.179444444 49.626944444),60182,60120
Croissy-sur-Celle,Point(2.170833333 49.696111111),60183,60120
Croutoy,Point(3.041944444 49.386388888),60184,60350
Crouy-en-Thelle,Point(2.322222222 49.215277777),60185,60530
Cuignières,Point(2.473333333 49.450833333),60186,60130
Cuigy-en-Bray,Point(1.826111111 49.426111111),60187,60850
Cuise-la-Motte,Point(3.006388888 49.386944444),60188,60350
Cuts (Oise),Point(3.1 49.531388888),60189,60400
Cuvergnon,Point(2.989166666 49.173888888),60190,60620
Cuvilly,Point(2.695277777 49.553333333),60191,60490
Cuy (Oise),Point(2.9075 49.585555555),60192,60310
Daméraucourt,Point(1.9275 49.708333333),60193,60210
Dargies,Point(1.988611111 49.701388888),60194,60210
Delincourt,Point(1.830277777 49.246666666),60195,60240
La Drenne,Point(2.1108 49.2975),60196,60790
Dieudonné (Oise),Point(2.247777777 49.230555555),60197,60530
Dives (Oise),Point(2.888055555 49.5875),60198,60310
Doméliers,Point(2.163611111 49.633333333),60199,60360
Domfront (Oise),Point(2.555277777 49.603333333),60200,60420
Dompierre (Oise),Point(2.535555555 49.594444444),60201,60420
Duvy,Point(2.855 49.236111111),60203,60800
Écuvilly,Point(2.92 49.65),60204,60310
Élencourt,Point(1.895 49.695833333),60205,60210
Élincourt-Sainte-Marguerite,Point(2.818055555 49.525555555),60206,60157
Éméville,Point(3.027777777 49.284166666),60207,60123
Énencourt-Léage,Point(1.846666666 49.303888888),60208,60590
La Corne en Vexin,Point(1.9231 49.2986),60209,60240
Épineuse,Point(2.554166666 49.397222222),60210,60190
Éragny-sur-Epte,Point(1.773888888 49.315555555),60211,60590
Ercuis,Point(2.307777777 49.235555555),60212,60530
Ermenonville,Point(2.695833333 49.126111111),60213,60950
Ernemont-Boutavent,Point(1.808055555 49.589166666),60214,60380
Erquery,Point(2.457777777 49.408611111),60215,60600
Erquinvillers,Point(2.478055555 49.458611111),60216,60130
Escames,Point(1.800555555 49.553333333),60217,60380
Esches,Point(2.165277777 49.218611111),60218,60110
Escles-Saint-Pierre,Point(1.803333333 49.741111111),60219,60220
Espaubourg,Point(1.866388888 49.421944444),60220,60650
Esquennoy,Point(2.268333333 49.656388888),60221,60120
Essuiles,Point(2.273611111 49.474722222),60222,60510
Estrées-Saint-Denis,Point(2.642777777 49.425555555),60223,60190
Étavigny,Point(2.978888888 49.120277777),60224,60620
Étouy,Point(2.363888888 49.418888888),60225,60600
Ève (Oise),Point(2.704166666 49.089444444),60226,60330
Évricourt,Point(2.905555555 49.567777777),60227,60310
Fay-les-Étangs,Point(1.939722222 49.246111111),60228,60240
Le Fayel,Point(2.698611111 49.372222222),60229,60680
Le Fay-Saint-Quentin,Point(2.251111111 49.450833333),60230,60510
Feigneux,Point(2.930833333 49.259166666),60231,60800
Ferrières (Oise),Point(2.518888888 49.589722222),60232,60420
Feuquières (Oise),Point(1.846666666 49.646666666),60233,60960
Fitz-James,Point(2.43 49.390555555),60234,60600
Flavacourt,Point(1.820833333 49.335),60235,60590
Flavy-le-Meldeux,Point(3.043888888 49.685277777),60236,60640
Fléchy,Point(2.231944444 49.659166666),60237,60120
Fleurines,Point(2.585555555 49.262222222),60238,60700
Fleury (Oise),Point(1.969722222 49.244722222),60239,60240
Fontaine-Bonneleau,Point(2.149722222 49.661111111),60240,60360
Fontaine-Chaalis,Point(2.683611111 49.171388888),60241,60300
Fontaine-Lavaganne,Point(1.954722222 49.598333333),60242,60690
Fontaine-Saint-Lucien,Point(2.146666666 49.498888888),60243,60480
Fontenay-Torcy,Point(1.769722222 49.568055555),60244,60380
Formerie,Point(1.729722222 49.650555555),60245,60220
Fouilleuse,Point(2.536666666 49.428611111),60247,60190
Fouilloy (Oise),Point(1.826666666 49.733055555),60248,60220
Foulangues,Point(2.313888888 49.274722222),60249,60250
Fouquenies,Point(2.04 49.465833333),60250,60000
Fouquerolles,Point(2.215 49.456388888),60251,60510
Fournival,Point(2.383611111 49.466388888),60252,60130
Francastel,Point(2.149444444 49.589166666),60253,60480
Francières (Oise),Point(2.679722222 49.448333333),60254,60190
Fréniches,Point(3.003888888 49.671111111),60255,60640
Montchevreuil,Point(2.0039 49.2817),60256,60240
Fresne-Léguillon,Point(1.983611111 49.254166666),60257,60240
Fresnières,Point(2.814166666 49.621944444),60258,60310
Fresnoy-en-Thelle,Point(2.269722222 49.200555555),60259,60530
Fresnoy-la-Rivière,Point(2.916111111 49.284444444),60260,60127
Fresnoy-le-Luat,Point(2.768611111 49.210833333),60261,60800
Le Frestoy-Vaux,Point(2.604444444 49.598055555),60262,60420
Frétoy-le-Château,Point(2.981111111 49.661111111),60263,60640
Frocourt,Point(2.084166666 49.383055555),60264,60000
Froissy,Point(2.221111111 49.566944444),60265,60480
Le Gallet,Point(2.108333333 49.626944444),60267,60360
Gannes,Point(2.421666666 49.568888888),60268,60120
Gaudechart,Point(1.961388888 49.615277777),60269,60210
Genvry,Point(2.99 49.610555555),60270,60400
Gerberoy,Point(1.849722222 49.534166666),60271,60380
Gilocourt,Point(2.879444444 49.292222222),60272,60129
Giraumont (Oise),Point(2.818611111 49.470833333),60273,60150
Glaignes,Point(2.851944444 49.272222222),60274,60129
Glatigny (Oise),Point(1.894444444 49.4975),60275,60650
Godenvillers,Point(2.552777777 49.588888888),60276,60420
Goincourt,Point(2.036111111 49.426388888),60277,60000
Golancourt,Point(3.064166666 49.705833333),60278,60640
Gondreville (Oise),Point(2.954722222 49.216111111),60279,60117
Gourchelles,Point(1.78 49.729444444),60280,60220
Gournay-sur-Aronde,Point(2.674166666 49.4925),60281,60190
Gouvieux,Point(2.416111111 49.187777777),60282,60270
Gouy-les-Groseillers,Point(2.2175 49.693611111),60283,60120
Grandfresnoy,Point(2.651666666 49.3725),60284,60680
Grandvillers-aux-Bois,Point(2.604722222 49.456944444),60285,60190
Grandvilliers (Oise),Point(1.940555555 49.666111111),60286,60210
Grandrû,Point(3.086944444 49.606388888),60287,60400
Grémévillers,Point(1.896111111 49.564166666),60288,60380
Grez (Oise),Point(1.978055555 49.639722222),60289,60210
Guignecourt,Point(2.129166666 49.4825),60290,60480
Guiscard,Point(3.051666666 49.655833333),60291,60640
Gury,Point(2.800555555 49.57),60292,60310
Hadancourt-le-Haut-Clocher,Point(1.856388888 49.184722222),60293,60240
Hainvillers,Point(2.683611111 49.592777777),60294,60490
Halloy (Oise),Point(1.940555555 49.653888888),60295,60210
Hannaches,Point(1.807222222 49.498055555),60296,60650
Le Hamel (Oise),Point(2.020277777 49.644166666),60297,60210
Hanvoile,Point(1.879722222 49.511666666),60298,60650
Hardivillers,Point(2.2225 49.616388888),60299,60120
Haucourt (Oise),Point(1.938055555 49.512777777),60301,60112
Haudivillers,Point(2.243333333 49.486388888),60302,60510
Hautbos,Point(1.870277777 49.627777777),60303,60210
Haute-Épine,Point(2.010555555 49.583888888),60304,60690
Hautefontaine,Point(3.061388888 49.365833333),60305,60350
Hécourt (Oise),Point(1.76 49.520277777),60306,60380
Heilles,Point(2.261944444 49.334166666),60307,60250
Hémévillers,Point(2.673611111 49.463333333),60308,60190
Hénonville,Point(2.053055555 49.206944444),60309,60119
Herchies (Oise),Point(2.011388888 49.487777777),60310,60112
La Hérelle,Point(2.414722222 49.590833333),60311,60120
Héricourt-sur-Thérain,Point(1.760555555 49.582222222),60312,60380
Hermes (Oise),Point(2.246111111 49.3575),60313,60370
Hétomesnil,Point(2.0325 49.626388888),60314,60360
Hodenc-en-Bray,Point(1.898055555 49.467222222),60315,60650
Hodenc-l'Évêque,Point(2.148055555 49.336666666),60316,60430
Hondainville,Point(2.300555555 49.34),60317,60250
Houdancourt,Point(2.641111111 49.343055555),60318,60710
La Houssoye,Point(1.942222222 49.354444444),60319,60390
Ivors,Point(3.016388888 49.201388888),60320,60141
Ivry-le-Temple,Point(2.03 49.228611111),60321,60173
Jaméricourt,Point(1.879722222 49.303888888),60322,60240
Janville (Oise),Point(2.860277777 49.455277777),60323,60150
Jaulzy,Point(3.0625 49.395277777),60324,60350
Jaux,Point(2.776111111 49.389444444),60325,60880
Jonquières (Oise),Point(2.730277777 49.389722222),60326,60680
Jouy-sous-Thelle,Point(1.97 49.317222222),60327,60240
Juvignies,Point(2.086388888 49.519166666),60328,60112
Laberlière,Point(2.761944444 49.578333333),60329,60310
Laboissière-en-Thelle,Point(2.158333333 49.289722222),60330,60570
Labosse,Point(1.898055555 49.345555555),60331,60590
Labruyère (Oise),Point(2.509444444 49.351388888),60332,60140
Lachapelle-aux-Pots,Point(1.9025 49.449166666),60333,60650
Lachapelle-Saint-Pierre,Point(2.235833333 49.269444444),60334,60730
Lachapelle-sous-Gerberoy,Point(1.868888888 49.535),60335,60380
Lachaussée-du-Bois-d'Écu,Point(2.173611111 49.558888888),60336,60480
Lachelle,Point(2.734722222 49.444166666),60337,60190
Lacroix-Saint-Ouen,Point(2.786944444 49.356111111),60338,60610
Lafraye,Point(2.210833333 49.495),60339,60510
Lagny (Oise),Point(2.914444444 49.613055555),60340,60310
Lagny-le-Sec,Point(2.744166666 49.086666666),60341,60330
Laigneville,Point(2.445555555 49.296111111),60342,60290
Lalande-en-Son,Point(1.781666666 49.391111111),60343,60590
Lalandelle,Point(1.876111111 49.397777777),60344,60850
Lamécourt,Point(2.465277777 49.430833333),60345,60600
Lamorlaye,Point(2.440833333 49.155),60346,60260
Lannoy-Cuillère,Point(1.747777777 49.707777777),60347,60220
Larbroye,Point(2.964722222 49.572777777),60348,60400
Lassigny,Point(2.843333333 49.588333333),60350,60310
Lataule,Point(2.680277777 49.54),60351,60490
Lattainville,Point(1.814722222 49.241666666),60352,60240
Lavacquerie,Point(2.093055555 49.681388888),60353,60120
Laverrière,Point(2.011944444 49.687222222),60354,60210
Laversines,Point(2.197222222 49.425),60355,60510
Lavilletertre,Point(1.929444444 49.196111111),60356,60240
Léglantiers,Point(2.534444444 49.496111111),60357,60420
Lévignen,Point(2.914444444 49.196944444),60358,60800
Lhéraule,Point(1.930833333 49.487222222),60359,60650
Liancourt,Point(2.465277777 49.330833333),60360,60140
Liancourt-Saint-Pierre,Point(1.908055555 49.234722222),60361,60240
Libermont,Point(2.970555555 49.693888888),60362,60640
Lierville,Point(1.881666666 49.190555555),60363,60240
Lieuvillers,Point(2.495555555 49.47),60364,60130
Lihus,Point(2.043888888 49.605277777),60365,60360
Litz (Oise),Point(2.331666666 49.416388888),60366,60510
Loconville,Point(1.918611111 49.255833333),60367,60240
Longueil-Annel,Point(2.863611111 49.467777777),60368,60150
Longueil-Sainte-Marie,Point(2.717777777 49.356666666),60369,60126
Lormaison,Point(2.105555555 49.256666666),60370,60110
Loueuse,Point(1.825277777 49.598888888),60371,60380
Luchy,Point(2.118611111 49.554722222),60372,60360
Machemont,Point(2.873888888 49.496666666),60373,60150
Maignelay-Montigny,Point(2.520277777 49.552222222),60374,60420
Maimbeville,Point(2.520833333 49.415555555),60375,60600
Maisoncelle-Saint-Pierre,Point(2.126944444 49.511111111),60376,60112
Maisoncelle-Tuilerie,Point(2.22 49.589166666),60377,60480
Marest-sur-Matz,Point(2.824166666 49.508611111),60378,60490
Mareuil-la-Motte,Point(2.79 49.545277777),60379,60490
Mareuil-sur-Ourcq,Point(3.077222222 49.136388888),60380,60890
Margny-aux-Cerises,Point(2.866944444 49.674166666),60381,60310
Margny-lès-Compiègne,Point(2.820833333 49.426111111),60382,60280
Margny-sur-Matz,Point(2.778611111 49.522222222),60383,60490
Marolles (Oise),Point(3.105 49.17),60385,60890
Marquéglise,Point(2.763333333 49.516388888),60386,60490
Marseille-en-Beauvaisis,Point(1.955555555 49.575555555),60387,60690
Martincourt (Oise),Point(1.8975 49.523055555),60388,60112
Maucourt (Oise),Point(3.074166666 49.636388888),60389,60640
Maulers,Point(2.166944444 49.5475),60390,60480
Maysel,Point(2.374166666 49.260277777),60391,60660
Mélicocq,Point(2.8575 49.493611111),60392,60150
Mello (Oise),Point(2.365555555 49.272222222),60393,60660
Ménévillers,Point(2.605 49.5225),60394,60420
Méru,Point(2.135 49.235833333),60395,60110
Méry-la-Bataille,Point(2.629444444 49.545833333),60396,60420
Le Mesnil-Conteville,Point(2.059722222 49.669166666),60397,60210
Le Mesnil-en-Thelle,Point(2.286111111 49.178055555),60398,60530
Le Mesnil-Saint-Firmin,Point(2.410555555 49.628333333),60399,60120
Le Mesnil-sur-Bulles,Point(2.345 49.486111111),60400,60130
Le Mesnil-Théribus,Point(1.987222222 49.300833333),60401,60240
Le Meux,Point(2.744444444 49.367777777),60402,60880
Milly-sur-Thérain,Point(1.995277777 49.5025),60403,60112
Mogneville,Point(2.471666666 49.314444444),60404,60140
Moliens,Point(1.809722222 49.666388888),60405,60220
Monceaux,Point(2.550277777 49.319166666),60406,60940
Monceaux-l'Abbaye,Point(1.791944444 49.651111111),60407,60220
Monchy-Humières,Point(2.751944444 49.469722222),60408,60113
Monchy-Saint-Éloi,Point(2.467222222 49.29),60409,60290
Mondescourt,Point(3.111944444 49.598611111),60410,60400
Monneville,Point(1.974166666 49.207777777),60411,60240
Montagny-en-Vexin,Point(1.800277777 49.195277777),60412,60240
Montagny-Sainte-Félicité,Point(2.738333333 49.130277777),60413,60950
Montataire,Point(2.438333333 49.255555555),60414,60160
Montépilloy,Point(2.698055555 49.209166666),60415,60810
Montgérain,Point(2.575 49.536944444),60416,60420
Montiers,Point(2.578055555 49.500555555),60418,60190
Montjavoult,Point(1.782777777 49.214166666),60420,60240
Mont-l'Évêque,Point(2.630833333 49.194722222),60421,60300
Montlognon,Point(2.693055555 49.164444444),60422,60300
Montmacq,Point(2.901666666 49.481111111),60423,60150
Montmartin,Point(2.693611111 49.463888888),60424,60190
Montreuil-sur-Brêche,Point(2.275 49.508055555),60425,60480
Montreuil-sur-Thérain,Point(2.193333333 49.380555555),60426,60134
Monts (Oise),Point(2.015833333 49.216111111),60427,60119
Le Mont-Saint-Adrien,Point(2.004444444 49.446388888),60428,60650
Morangles,Point(2.294722222 49.196111111),60429,60530
Morienval,Point(2.92 49.298055555),60430,60127
Morlincourt,Point(3.036388888 49.569722222),60431,60400
Mortefontaine (Oise),Point(2.599444444 49.1125),60432,60128
Mortefontaine-en-Thelle,Point(2.186944444 49.262777777),60433,60570
Mortemer (Oise),Point(2.676111111 49.570555555),60434,60490
Morvillers,Point(1.870555555 49.581111111),60435,60380
Mory-Montcrux,Point(2.394722222 49.591944444),60436,60120
Mouchy-le-Châtel,Point(2.250277777 49.326111111),60437,60250
Moulin-sous-Touvent,Point(3.071388888 49.456388888),60438,60350
Mouy,Point(2.319444444 49.315833333),60439,60250
Moyenneville (Oise),Point(2.636388888 49.490555555),60440,60190
Moyvillers,Point(2.650833333 49.414722222),60441,60190
Muidorge,Point(2.140277777 49.530833333),60442,60480
Muirancourt,Point(3.007777777 49.644166666),60443,60640
Mureaumont,Point(1.776944444 49.629166666),60444,60220
Nampcel,Point(3.098888888 49.485555555),60445,60400
Nanteuil-le-Haudouin,Point(2.810555555 49.141666666),60446,60440
Néry,Point(2.778333333 49.281388888),60447,60320
Neufchelles,Point(3.061666666 49.116388888),60448,60890
Neufvy-sur-Aronde,Point(2.661666666 49.496111111),60449,60190
Neuilly-en-Thelle,Point(2.285277777 49.223611111),60450,60530
Neuilly-sous-Clermont,Point(2.411388888 49.345),60451,60290
Neuville-Bosc,Point(2.011666666 49.199444444),60452,60119
La Neuville-en-Hez,Point(2.323888888 49.403888888),60454,60510
La Neuville-Roy,Point(2.577222222 49.481944444),60456,60190
La Neuville-Saint-Pierre,Point(2.204444444 49.528055555),60457,60480
La Neuville-sur-Oudeuil,Point(2.006944444 49.573333333),60458,60690
La Neuville-sur-Ressons,Point(2.7525 49.551388888),60459,60490
La Neuville-Vault,Point(1.951388888 49.486388888),60460,60112
Nivillers,Point(2.165833333 49.456666666),60461,60510
Noailles (Oise),Point(2.2 49.327777777),60462,60430
Nogent-sur-Oise,Point(2.4675 49.274722222),60463,60180
Nointel (Oise),Point(2.481944444 49.374722222),60464,60840
Noirémont,Point(2.211388888 49.550277777),60465,60480
Noroy,Point(2.502777777 49.448333333),60466,60130
Nourard-le-Franc,Point(2.373888888 49.498611111),60468,60130
Novillers,Point(2.214444444 49.271388888),60469,60730
Noyers-Saint-Martin,Point(2.261944444 49.552777777),60470,60480
Noyon,Point(2.998888888 49.581111111),60471,60400
Offoy (Oise),Point(2.0375 49.696388888),60472,60210
Ognes (Oise),Point(2.827222222 49.099722222),60473,60440
Ognolles,Point(2.914722222 49.6925),60474,60310
Omécourt,Point(1.8475 49.610277777),60476,60220
Ons-en-Bray,Point(1.92302 49.41631),60477,60650
Ons-en-Bray,Point(1.919722222 49.414166666),60477,60650
Ormoy-le-Davien,Point(2.958888888 49.195555555),60478,60620
Ormoy-Villers,Point(2.840277777 49.196388888),60479,60800
Oroër,Point(2.179444444 49.491111111),60480,60510
Orrouy,Point(2.860277777 49.293333333),60481,60129
Orry-la-Ville,Point(2.512777777 49.132222222),60482,60560
Orvillers-Sorel,Point(2.7075 49.578055555),60483,60490
Oudeuil,Point(2.0275 49.548055555),60484,60860
Oursel-Maison,Point(2.163055555 49.5925),60485,60480
Paillart,Point(2.323611111 49.666666666),60486,60120
Parnes,Point(1.737777777 49.203333333),60487,60240
Passel,Point(2.962222222 49.556944444),60488,60400
Péroy-les-Gombries,Point(2.846111111 49.1625),60489,60440
Pierrefitte-en-Beauvaisis,Point(1.980833333 49.475277777),60490,60112
Pierrefonds,Point(2.980277777 49.351111111),60491,60350
Pimprez,Point(2.951944444 49.514444444),60492,60170
Pisseleu,Point(2.060277777 49.538888888),60493,60860
Plailly,Point(2.583611111 49.103333333),60494,60128
Plainval,Point(2.440555555 49.529166666),60495,60130
Plainville (Oise),Point(2.452777777 49.613611111),60496,60120
Le Plessier-sur-Bulles,Point(2.315277777 49.495),60497,60130
Le Plessier-sur-Saint-Just,Point(2.453888888 49.511111111),60498,60130
Plessis-de-Roye,Point(2.831666666 49.578333333),60499,60310
Le Plessis-Belleville,Point(2.753055555 49.096666666),60500,60330
Le Plessis-Brion,Point(2.890277777 49.465277777),60501,60150
Le Plessis-Patte-d'Oie,Point(3.068611111 49.674444444),60502,60640
Le Ployron,Point(2.584444444 49.585277777),60503,60420
Ponchon,Point(2.195 49.346666666),60504,60430
Pontarmé,Point(2.549444444 49.153055555),60505,60520
Pont-l'Évêque (Oise),Point(2.987777777 49.564722222),60506,60400
Pontoise-lès-Noyon,Point(3.048611111 49.5525),60507,60400
Pontpoint,Point(2.640277777 49.301388888),60508,60700
Pont-Sainte-Maxence,Point(2.603611111 49.301111111),60509,60700
Porcheux,Point(1.925 49.332222222),60510,60390
Porquéricourt,Point(2.96 49.593611111),60511,60400
Pouilly (Oise),Point(2.030277777 49.272222222),60512,60790
Précy-sur-Oise,Point(2.370555555 49.206111111),60513,60460
Prévillers,Point(1.996388888 49.610277777),60514,60360
Pronleroy,Point(2.548611111 49.470555555),60515,60190
Puiseux-en-Bray,Point(1.783333333 49.415277777),60516,60850
Puiseux-le-Hauberger,Point(2.236944444 49.215833333),60517,60540
Puits-la-Vallée,Point(2.192777777 49.5825),60518,60480
Quesmy,Point(3.059166666 49.634166666),60519,60640
Le Quesnel-Aubry,Point(2.309444444 49.508611111),60520,60480
Quincampoix-Fleuzy,Point(1.7725 49.746666666),60521,60220
Quinquempoix,Point(2.426388888 49.551388888),60522,60130
Rainvillers,Point(2.007777777 49.406111111),60523,60155
Rantigny,Point(2.441388888 49.329722222),60524,60290
Raray,Point(2.714444444 49.259722222),60525,60810
Ravenel,Point(2.501111111 49.515555555),60526,60130
Réez-Fosse-Martin,Point(2.918055555 49.111944444),60527,60620
Reilly,Point(1.846666666 49.243611111),60528,60240
Rémécourt,Point(2.494444444 49.428888888),60529,60600
Rémérangles,Point(2.285833333 49.446666666),60530,60510
Remy (Oise),Point(2.707777777 49.438055555),60531,60190
Ressons-sur-Matz,Point(2.745833333 49.54),60533,60490
Rethondes,Point(2.94 49.416111111),60534,60153
Reuil-sur-Brêche,Point(2.220833333 49.520555555),60535,60480
Rhuis,Point(2.697777777 49.3075),60536,60410
Ribécourt-Dreslincourt,Point(2.9225 49.51),60537,60170
Ricquebourg,Point(2.7575 49.5575),60538,60490
Rieux (Oise),Point(2.518611111 49.299722222),60539,60870
Rivecourt,Point(2.734722222 49.347777777),60540,60126
Roberval (Oise),Point(2.689166666 49.291111111),60541,60410
Rochy-Condé,Point(2.183888888 49.400555555),60542,60510
Rocquemont (Oise),Point(2.818333333 49.258888888),60543,60800
Rocquencourt (Oise),Point(2.4175 49.649722222),60544,60120
Romescamps,Point(1.804722222 49.711388888),60545,60220
Rosières (Oise),Point(2.778333333 49.188333333),60546,60440
Rosoy (Oise),Point(2.501111111 49.340277777),60547,60140
Rosoy-en-Multien,Point(2.993888888 49.096666666),60548,60620
